bigram,n,total_sentiment
colorful enjoyable,1,positive
colorful evocative,1,positive
colorful exciting,1,positive
colorful fascinating,1,positive
colorful friendly,1,positive
colorful glow,1,positive
colorful imaginative,1,positive
colorful lush,1,positive
colorful magical,1,positive
colorful memorable,1,positive
colorful modern,1,positive
colorful neat,1,positive
colorful nice,1,positive
colorful outstandingly,1,positive
colorful pardon,1,positive
colorful responsive,1,positive
colorful rich,1,positive
colorful spectacularly,1,positive
colorful stylized,1,positive
colorful upbeat,1,positive
colorful vivid,1,positive
colorful wonders,1,positive
combative prowess,1,positive
comfort colorful,1,positive
comfort hug,1,positive
comfort humor,1,positive
comfort protect,1,positive
comfort yay,1,positive
comfortable confident,1,positive
comfortable fast,1,positive
comfortable fun,1,positive
comfortable supporting,1,positive
comfortable talent,1,positive
comfortably afford,1,positive
comfortably exceed,1,positive
comfortably pros,1,positive
comfortably supports,1,positive
comfortably winning,1,positive
comforting fun,1,positive
comforting playful,1,positive
comfy awesome,1,positive
comfy heroic,1,positive
comical alluring,1,positive
comical charm,1,positive
comical cute,1,positive
comical easy,1,positive
comical exciting,1,positive
comical fast,1,positive
comical helping,1,positive
comical pros,1,positive
comical trumpet,1,positive
commendable achievements,1,positive
commendable feat,1,positive
commendably improves,1,positive
commitment bonus,1,positive
commitment skill,1,positive
compact skill,1,positive
compact solid,1,positive
compassion free,1,positive
compassion magic,1,positive
compassion wisdom,1,positive
compassionate love,1,positive
compatible modest,1,positive
compatible recommended,1,positive
competitive adaptable,1,positive
competitive advantages,1,positive
competitive enjoy,1,positive
competitive entertaining,1,positive
competitive friendly,1,positive
competitive hilarious,1,positive
competitive love,1,positive
competitive mature,1,positive
competitive patient,1,positive
competitive popular,1,positive
competitive pure,1,positive
competitive realistic,1,positive
competitive solid,1,positive
competitive survival,1,positive
competitive versatile,1,positive
competitive wise,1,positive
complain amazing,1,positive
complain awsome,1,positive
complain classic,1,positive
complain free,1,positive
complain fun,1,positive
complain magic,1,positive
complain rightfully,1,positive
complain worth,1,positive
complains pretty,1,positive
complaint solid,1,positive
complaint speedy,1,positive
complaint worthy,1,positive
complaints beautiful,1,positive
complaints excellent,1,positive
complaints fans,1,positive
complaints fun,1,positive
complaints glory,1,positive
complaints recommend,1,positive
complaints solid,1,positive
complaints trust,1,positive
complement beautiful,1,positive
complemented beautifully,1,positive
complemented perfectly,1,positive
complements willingness,1,positive
complex achievements,1,positive
complex adorable,1,positive
complex advanced,1,positive
complex ambitious,1,positive
complex awesome,1,positive
complex beautifully,1,positive
complex bonus,1,positive
complex clever,1,positive
complex colorful,1,positive
complex continuity,1,positive
complex delightful,1,positive
complex dynamic,1,positive
complex ethical,1,positive
complex exciting,1,positive
complex fairly,1,positive
complex fantastic,1,positive
complex fascinating,1,positive
complex fortunately,1,positive
complex free,1,positive
complex genius,1,positive
complex heros,1,positive
complex incredibly,1,positive
complex leading,1,positive
complex mature,1,positive
complex modern,1,positive
complex morality,1,positive
complex nice,1,positive
complex pleasingly,1,positive
complex realistic,1,positive
complex refreshing,1,positive
complex richly,1,positive
complex robust,1,positive
complex satisfying,1,positive
complex strong,1,positive
complex super,1,positive
complex winning,1,positive
complex wonderful,1,positive
complex worth,1,positive
complicated amazing,1,positive
complicated beautiful,1,positive
complicated bonus,1,positive
complicated fair,1,positive
complicated fast,1,positive
complicated friendly,1,positive
complicated fun,1,positive
complicated gem,1,positive
complicated grand,1,positive
complicated ideally,1,positive
complicated love,1,positive
complicated luck,1,positive
complicated mature,1,positive
complicated perfect,1,positive
complicated progress,1,positive
complicated pros,1,positive
complicated realistic,1,positive
complicated refund,1,positive
complicated skilled,1,positive
complicated survival,1,positive
complicated wonderfully,1,positive
complicated worthy,1,positive
complicated wow,1,positive
compliment easy,1,positive
compliment lucky,1,positive
compliment skill,1,positive
comprehensive accessible,1,positive
comprehensive believable,1,positive
comprehensive enjoyable,1,positive
comprehensive flexibility,1,positive
comprehensive free,1,positive
comprehensive realistic,1,positive
comprehensive talent,1,positive
compulsive achievement,1,positive
compulsive enjoyable,1,positive
compulsive saver,1,positive
conceited ideal,1,positive
concern achievement,1,positive
concern achievements,1,positive
concern pros,1,positive
concerned amazing,1,positive
concerned exceed,1,positive
concerned fans,1,positive
concerned yay,1,positive
concerns fun,1,positive
concise easy,1,positive
concise fun,1,positive
concise passion,1,positive
concise sweet,1,positive
condemn perfectly,1,positive
condescending smile,1,positive
condescending super,1,positive
confidence dashing,1,positive
confidence pros,1,positive
confident genius,1,positive
confident heroine,1,positive
confident modern,1,positive
confident recommendation,1,positive
confident slick,1,positive
confident smart,1,positive
confident strong,1,positive
confident survival,1,positive
confident survivor,1,positive
conflict brilliant,1,positive
conflict dawn,1,positive
conflict enjoy,1,positive
conflict nicely,1,positive
conflict peacefully,1,positive
conflict realistic,1,positive
conflicted happy,1,positive
conflicts peacefully,1,positive
conflicts valiant,1,positive
conflicts winning,1,positive
confound amuse,1,positive
confront intelligent,1,positive
confront sincere,1,positive
confused easy,1,positive
confused excited,1,positive
confused pretty,1,positive
confused stunned,1,positive
confused thrilled,1,positive
confusing cute,1,positive
confusing easy,1,positive
confusing eyecatch,1,positive
confusing fun,1,positive
confusing holy,1,positive
confusing love,1,positive
confusing marvel,1,positive
confusing pretty,1,positive
confusing pros,1,positive
confusing realistic,1,positive
confusing recommended,1,positive
confusing rewarding,1,positive
confusing survival,1,positive
confusing tough,1,positive
confusing worth,1,positive
confusing worthy,1,positive
confusion easy,1,positive
confusion fairly,1,positive
confusion led,1,positive
confusion love,1,positive
confusion pretty,1,positive
confusion understandable,1,positive
confusion wow,1,positive
congratulate expansive,1,positive
congratulate rockstar,1,positive
congratulations excellent,1,positive
cons abundance,1,positive
cons advanced,1,positive
cons awesomeness,1,positive
cons bright,1,positive
cons cleared,1,positive
cons clears,1,positive
cons cute,1,positive
cons defeated,1,positive
cons easier,1,positive
cons everlasting,1,positive
cons excellent,1,positive
cons flashy,1,positive
cons glory,1,positive
cons gorgeous,1,positive
cons intriguing,1,positive
cons loves,1,positive
cons meaningful,1,positive
cons modern,1,positive
cons nice,1,positive
cons nicely,1,positive
cons notably,1,positive
cons patience,1,positive
cons peace,1,positive
cons pleasant,1,positive
cons poise,1,positive
cons pure,1,positive
cons recommend,1,positive
cons responsive,1,positive
cons rewarding,1,positive
cons seamless,1,positive
cons streamlined,1,positive
cons strong,1,positive
cons success,1,positive
cons supports,1,positive
cons sweet,1,positive
cons top,1,positive
cons tough,1,positive
cons treasure,1,positive
cons unlimited,1,positive
cons vibrant,1,positive
cons wise,1,positive
cons witty,1,positive
conservative authoritative,1,positive
conservative innovation,1,positive
consistent advocate,1,positive
consistent beautifully,1,positive
consistent believable,1,positive
consistent decent,1,positive
consistent dynamic,1,positive
consistent entertaining,1,positive
consistent fast,1,positive
consistent hilarious,1,positive
consistent humor,1,positive
consistent perseverance,1,positive
consistent properly,1,positive
consistent reliable,1,positive
consistent skill,1,positive
consistent support,1,positive
consistent variety,1,positive
consistently balanced,1,positive
consistently breathtaking,1,positive
consistently brilliant,1,positive
consistently catchy,1,positive
consistently charming,1,positive
consistently coherent,1,positive
consistently creative,1,positive
consistently cute,1,positive
consistently easier,1,positive
consistently enjoyed,1,positive
consistently enjoying,1,positive
consistently enthralled,1,positive
consistently enthusiastic,1,positive
consistently exciting,1,positive
consistently fair,1,positive
consistently fantastic,1,positive
consistently fascinating,1,positive
consistently fast,1,positive
consistently gorgeous,1,positive
consistently hilarious,1,positive
consistently impress,1,positive
consistently impressive,1,positive
consistently improving,1,positive
consistently incredible,1,positive
consistently inspiring,1,positive
consistently logical,1,positive
consistently outstanding,1,positive
consistently pleasant,1,positive
consistently pleased,1,positive
consistently polished,1,positive
consistently promised,1,positive
consistently reward,1,positive
consistently smooth,1,positive
consistently solid,1,positive
consistently stable,1,positive
consistently stronger,1,positive
consistently succeed,1,positive
consistently superb,1,positive
consistently supported,1,positive
consistently supports,1,positive
consistently sustainable,1,positive
consistently winning,1,positive
consistently witty,1,positive
conspicuously safe,1,positive
conspiracies intelligent,1,positive
conspiracies lovely,1,positive
consummate skill,1,positive
consummate tough,1,positive
contagious super,1,positive
contend peacefully,1,positive
contentious creative,1,positive
continuity correctly,1,positive
continuity fun,1,positive
continuity wise,1,positive
contradiction succeeds,1,positive
contradictory recommendation,1,positive
contrived indulgent,1,positive
contrived winning,1,positive
controversial humor,1,positive
controversial revive,1,positive
convenience beautiful,1,positive
convenience fast,1,positive
convenience pros,1,positive
convenience super,1,positive
convenience worth,1,positive
convenient accessible,1,positive
convenient easy,1,positive
convenient fast,1,positive
conveniently accessible,1,positive
conveniently enjoy,1,positive
conveniently glowing,1,positive
conveniently shine,1,positive
convient hot,1,positive
convincing imaginative,1,positive
convincing pros,1,positive
convincing recommendation,1,positive
convincing worth,1,positive
convincingly genuine,1,positive
convincingly realistic,1,positive
convoluted gorgeous,1,positive
convoluted meticulously,1,positive
cool achievement,1,positive
cool amazed,1,positive
cool competitive,1,positive
cool crisp,1,positive
cool defeat,1,positive
cool distinctive,1,positive
cool energetic,1,positive
cool enjoy,1,positive
cool enjoyment,1,positive
cool excellent,1,positive
cool fairly,1,positive
cool fine,1,positive
cool flashy,1,positive
cool fresh,1,positive
cool gem,1,positive
cool gifted,1,positive
cool glad,1,positive
cool glory,1,positive
cool hail,1,positive
cool helpful,1,positive
cool heros,1,positive
cool humor,1,positive
cool humorous,1,positive
cool improving,1,positive
cool incredible,1,positive
cool intrigue,1,positive
cool inventive,1,positive
cool kudos,1,positive
cool lovely,1,positive
cool marvel,1,positive
cool powerful,1,positive
cool precise,1,positive
cool promised,1,positive
cool pure,1,positive
cool quicker,1,positive
cool refreshing,1,positive
cool revelation,1,positive
cool rockstar,1,positive
cool shiny,1,positive
cool simplified,1,positive
cool smart,1,positive
cool spontaneous,1,positive
cool stunningly,1,positive
cool stylized,1,positive
cool superb,1,positive
cool support,1,positive
cool surreal,1,positive
cool sweeping,1,positive
cool sweet,1,positive
cool tough,1,positive
cool treasure,1,positive
cool trump,1,positive
cool trust,1,positive
cool unreal,1,positive
cool upgradable,1,positive
cool winning,1,positive
cool wins,1,positive
cool witty,1,positive
cool yay,1,positive
coolest easiest,1,positive
coolest fast,1,positive
coolest magic,1,positive
coolest modern,1,positive
coolest smoothest,1,positive
cooperative enjoyment,1,positive
cooperative excitement,1,positive
cooperative fast,1,positive
cooperative friendly,1,positive
cooperative thrills,1,positive
cooperative top,1,positive
cooperatively reasonable,1,positive
cornerstone inspiration,1,positive
correct awesome,1,positive
correct ethical,1,positive
correct humour,1,positive
correct lead,1,positive
correct rockstar,1,positive
correct win,1,positive
correctly awards,1,positive
correctly awesome,1,positive
correctly courage,1,positive
correctly magical,1,positive
correctly pros,1,positive
correctly survivor,1,positive
corrode electrify,1,positive
corrupt superior,1,positive
corrupted magic,1,positive
corruption benefit,1,positive
corruption free,1,positive
corruption progress,1,positive
corruption pure,1,positive
corruption recovery,1,positive
costly nice,1,positive
costly support,1,positive
courage pride,1,positive
courage wisdom,1,positive
courageous survivor,1,positive
courageous zeal,1,positive
covenant fast,1,positive
covenant master,1,positive
covenant reward,1,positive
covenant variety,1,positive
cowardly brave,1,positive
cozy classic,1,positive
cozy fun,1,positive
cozy imaginative,1,positive
crack amazing,1,positive
crack fantastic,1,positive
crack fun,1,positive
crack heroine,1,positive
crack humour,1,positive
crack love,1,positive
crack worthy,1,positive
cracked love,1,positive
crafty rewarding,1,positive
cramp pros,1,positive
cramping fun,1,positive
crap amazingly,1,positive
crap brilliant,1,positive
crap congratulations,1,positive
crap dawn,1,positive
crap faith,1,positive
crap fun,1,positive
crap gold,1,positive
crap helped,1,positive
crap hero,1,positive
crap improved,1,positive
crap luck,1,positive
crap powerful,1,positive
crap tough,1,positive
crap unity,1,positive
crap upgraded,1,positive
crap wow,1,positive
crappy achievements,1,positive
crappy bonus,1,positive
crappy friendly,1,positive
crappy futuristic,1,positive
crappy gain,1,positive
crappy hilarious,1,positive
crappy integrated,1,positive
crappy leading,1,positive
crappy love,1,positive
crappy modern,1,positive
crappy patience,1,positive
crappy portable,1,positive
crappy realistic,1,positive
crappy recommended,1,positive
crappy rockstar,1,positive
crappy super,1,positive
crappy support,1,positive
crappy unity,1,positive
craps awesome,1,positive
crash booming,1,positive
crash cool,1,positive
crash decent,1,positive
crash effectively,1,positive
crash faithfully,1,positive
crash faster,1,positive
crash fortunately,1,positive
crash hot,1,positive
crash love,1,positive
crash nice,1,positive
crash precisely,1,positive
crash preferably,1,positive
crash quiet,1,positive
crash recommend,1,positive
crash smiling,1,positive
crash stable,1,positive
crash super,1,positive
crash support,1,positive
crash survivor,1,positive
crash trump,1,positive
crash unity,1,positive
crash wins,1,positive
crash yay,1,positive
crashed entertaining,1,positive
crashed hilarious,1,positive
crashed holy,1,positive
crashed leading,1,positive
crashed love,1,positive
crashed lucky,1,positive
crashed pretty,1,positive
crashed priceless,1,positive
crashed pros,1,positive
crashed refunded,1,positive
crashed super,1,positive
crashed tough,1,positive
crashed worth,1,positive
crashed wow,1,positive
crashes amazing,1,positive
crashes awesome,1,positive
crashes bonus,1,positive
crashes classic,1,positive
crashes decent,1,positive
crashes enjoyed,1,positive
crashes faithfully,1,positive
crashes fans,1,positive
crashes fantastic,1,positive
crashes fast,1,positive
crashes faster,1,positive
crashes fine,1,positive
crashes fortunately,1,positive
crashes glad,1,positive
crashes grand,1,positive
crashes humorously,1,positive
crashes improve,1,positive
crashes led,1,positive
crashes loved,1,positive
crashes loving,1,positive
crashes magical,1,positive
crashes masterpiece,1,positive
crashes remarkably,1,positive
crashes rockstar,1,positive
crashes strong,1,positive
crashes tough,1,positive
crashes worth,1,positive
crashes wow,1,positive
crashes yay,1,positive
crashing defeat,1,positive
crashing easy,1,positive
crashing freedom,1,positive
crashing gems,1,positive
crashing incredible,1,positive
crashing instantly,1,positive
crashing leads,1,positive
crashing love,1,positive
crashing nice,1,positive
crashing smooth,1,positive
crashing support,1,positive
crashing win,1,positive
crashing wow,1,positive
craze sweeping,1,positive
crazily amazing,1,positive
crazily awesome,1,positive
crazily fantastic,1,positive
crazily fast,1,positive
crazily impressed,1,positive
crazily powerful,1,positive
crazily skilled,1,positive
craziness worth,1,positive
crazy accurate,1,positive
crazy achievement,1,positive
crazy achievements,1,positive
crazy ambitious,1,positive
crazy attractive,1,positive
crazy awesomeness,1,positive
crazy awsome,1,positive
crazy bonuses,1,positive
crazy dynamic,1,positive
crazy enjoyable,1,positive
crazy fairly,1,positive
crazy feat,1,positive
crazy freedom,1,positive
crazy gem,1,positive
crazy genius,1,positive
crazy gold,1,positive
crazy gratifying,1,positive
crazy greatness,1,positive
crazy handsome,1,positive
crazy helpful,1,positive
crazy humorous,1,positive
crazy humour,1,positive
crazy impressed,1,positive
crazy incredible,1,positive
crazy innovative,1,positive
crazy loyal,1,positive
crazy lucky,1,positive
crazy magic,1,positive
crazy magical,1,positive
crazy memorable,1,positive
crazy modern,1,positive
crazy monumental,1,positive
crazy patriotic,1,positive
crazy perfect,1,positive
crazy polished,1,positive
crazy popular,1,positive
crazy promises,1,positive
crazy promising,1,positive
crazy recommended,1,positive
crazy skilled,1,positive
crazy smart,1,positive
crazy smooth,1,positive
crazy solid,1,positive
crazy stable,1,positive
crazy strong,1,positive
crazy support,1,positive
crazy top,1,positive
crazy tough,1,positive
crazy trust,1,positive
crazy upbeat,1,positive
crazy won,1,positive
crazy worth,1,positive
creative adorable,1,positive
creative adventurous,1,positive
creative boom,1,positive
creative brilliantly,1,positive
creative cool,1,positive
creative cute,1,positive
creative decent,1,positive
creative delicious,1,positive
creative engaging,1,positive
creative enjoy,1,positive
creative enjoyable,1,positive
creative fantastic,1,positive
creative faster,1,positive
creative feat,1,positive
creative free,1,positive
creative freedoms,1,positive
creative freshest,1,positive
creative gem,1,positive
creative hilarious,1,positive
creative humor,1,positive
creative humorous,1,positive
creative improvement,1,positive
creative ingenious,1,positive
creative innovation,1,positive
creative intricate,1,positive
creative intriguing,1,positive
creative joy,1,positive
creative lead,1,positive
creative loved,1,positive
creative meaningful,1,positive
creative passion,1,positive
creative pretty,1,positive
creative prowess,1,positive
creative renaissance,1,positive
creative revival,1,positive
creative revolutionary,1,positive
creative satisfying,1,positive
creative silent,1,positive
creative skill,1,positive
creative super,1,positive
creative support,1,positive
creative surreal,1,positive
creative top,1,positive
creative tough,1,positive
creative trust,1,positive
creative variety,1,positive
creative versatile,1,positive
creative vibrant,1,positive
creative wise,1,positive
credible free,1,positive
credible lead,1,positive
credible realistic,1,positive
creep praise,1,positive
creep superb,1,positive
creep wise,1,positive
creeps faster,1,positive
creeps heros,1,positive
creeps nice,1,positive
creeps pros,1,positive
creepy beauty,1,positive
creepy benefits,1,positive
creepy bright,1,positive
creepy charm,1,positive
creepy consistent,1,positive
creepy cool,1,positive
creepy elegantly,1,positive
creepy engaging,1,positive
creepy entertaining,1,positive
creepy fast,1,positive
creepy hilarious,1,positive
creepy obsession,1,positive
creepy recomend,1,positive
creepy sensation,1,positive
creepy thrilling,1,positive
creepy top,1,positive
crime awesome,1,positive
crime cool,1,positive
crime glory,1,positive
crime liberty,1,positive
crime solid,1,positive
crime worth,1,positive
criminal elite,1,positive
criminal fun,1,positive
criminal nice,1,positive
criminal talents,1,positive
criminal wonderful,1,positive
cringe inspiring,1,positive
cringe super,1,positive
cringe worth,1,positive
cringed super,1,positive
cripple quiet,1,positive
crippled enjoyment,1,positive
crippled lean,1,positive
crippled skill,1,positive
crippling intelligent,1,positive
crippling stability,1,positive
crisis awesome,1,positive
crisis pros,1,positive
crisis recommended,1,positive
crisp balanced,1,positive
crisp beautifully,1,positive
crisp engrossing,1,positive
crisp enjoyable,1,positive
crisp fluent,1,positive
crisp fresh,1,positive
crisp pleasing,1,positive
crisp satisfying,1,positive
crisp shiny,1,positive
crisp skill,1,positive
crisp stunning,1,positive
crisper cleaner,1,positive
critic easiest,1,positive
critic success,1,positive
critical acclaimed,1,positive
critical bonuses,1,positive
critical gold,1,positive
critical integral,1,positive
critical love,1,positive
critical masterpiece,1,positive
critical strong,1,positive
critical successes,1,positive
criticism constructive,1,positive
criticism helpful,1,positive
criticism pros,1,positive
criticisms fans,1,positive
criticisms positively,1,positive
criticize rockstar,1,positive
criticize wholeheartedly,1,positive
criticized creative,1,positive
critics enjoyed,1,positive
critics loved,1,positive
crowded free,1,positive
crude charming,1,positive
crude survival,1,positive
cruel bonus,1,positive
cruel heaven,1,positive
cruel humour,1,positive
cruel master,1,positive
cruel pleasure,1,positive
cruel wise,1,positive
cruelly entertaining,1,positive
cruelly honest,1,positive
crumble pretty,1,positive
crumbling beauty,1,positive
crush competitive,1,positive
crush likes,1,positive
crush sweet,1,positive
crush tough,1,positive
crushed wonderful,1,positive
crushing beauty,1,positive
crushing free,1,positive
crushing masterpiece,1,positive
cry adulation,1,positive
cry amazing,1,positive
cry awesome,1,positive
cry enjoy,1,positive
cry excellent,1,positive
cry excited,1,positive
cry fun,1,positive
cry happy,1,positive
cry hug,1,positive
cry kudos,1,positive
cry love,1,positive
cry master,1,positive
cry nice,1,positive
cry praise,1,positive
cry pretty,1,positive
cry promise,1,positive
cry pros,1,positive
cry revolutionized,1,positive
cry saint,1,positive
cry sincerely,1,positive
cry solid,1,positive
cry stunned,1,positive
cry super,1,positive
cry surreal,1,positive
cry sweet,1,positive
cry trust,1,positive
cry worthy,1,positive
cry wow,1,positive
culprit fairly,1,positive
cumbersome support,1,positive
cumbersome variety,1,positive
cure effectively,1,positive
cure faster,1,positive
curse cute,1,positive
curse defeated,1,positive
curse gem,1,positive
curse glad,1,positive
curse protection,1,positive
curse talents,1,positive
cursed enchanted,1,positive
cursed gold,1,positive
cursed liking,1,positive
cursed magical,1,positive
curses fast,1,positive
curses yay,1,positive
cuss wow,1,positive
cute achievement,1,positive
cute amazingly,1,positive
cute appeal,1,positive
cute bonus,1,positive
cute brilliant,1,positive
cute catchy,1,positive
cute cheerful,1,positive
cute classic,1,positive
cute coherent,1,positive
cute crisp,1,positive
cute effective,1,positive
cute fast,1,positive
cute gem,1,positive
cute humour,1,positive
cute integrated,1,positive
cute lovable,1,positive
cute loving,1,positive
cute luck,1,positive
cute magical,1,positive
cute modern,1,positive
cute neat,1,positive
cute novelty,1,positive
cute perfect,1,positive
cute realistic,1,positive
cute recommended,1,positive
cute refreshing,1,positive
cute romantic,1,positive
cute satisfying,1,positive
cute sharp,1,positive
cute smile,1,positive
cute smiling,1,positive
cute strong,1,positive
cute survival,1,positive
cute top,1,positive
cute trust,1,positive
cute victory,1,positive
cute wonderous,1,positive
cuteness abound,1,positive
cuteness enhanced,1,positive
cuteness pretty,1,positive
cutthroat reputation,1,positive
damage accurate,1,positive
damage achievement,1,positive
damage achievements,1,positive
damage agile,1,positive
damage amazing,1,positive
damage balanced,1,positive
damage bolster,1,positive
damage capable,1,positive
damage clean,1,positive
damage cool,1,positive
damage easier,1,positive
damage effectively,1,positive
damage enjoyment,1,positive
damage fine,1,positive
damage fortunately,1,positive
damage friendly,1,positive
damage fun,1,positive
damage gem,1,positive
damage gems,1,positive
damage holy,1,positive
damage hooray,1,positive
damage improved,1,positive
damage instantly,1,positive
damage intelligence,1,positive
damage invincibility,1,positive
damage leads,1,positive
damage love,1,positive
damage loving,1,positive
damage magic,1,positive
damage master,1,positive
damage mastery,1,positive
damage nice,1,positive
damage perfect,1,positive
damage powerful,1,positive
damage priceless,1,positive
damage properly,1,positive
damage quiet,1,positive
damage recover,1,positive
damage redeeming,1,positive
damage refunded,1,positive
damage revives,1,positive
damage reward,1,positive
damage rockstar,1,positive
damage slick,1,positive
damage smooth,1,positive
damage solid,1,positive
damage speedy,1,positive
damage striking,1,positive
damage strong,1,positive
damage support,1,positive
damage survival,1,positive
damage thankful,1,positive
damage tops,1,positive
damage tough,1,positive
damage trust,1,positive
damage victory,1,positive
damage wins,1,positive
damage worth,1,positive
damage wow,1,positive
damaged appeal,1,positive
damaged enjoy,1,positive
damaged pretty,1,positive
damages friendly,1,positive
damages wow,1,positive
damaging faster,1,positive
damaging hail,1,positive
damaging hooray,1,positive
damn amazed,1,positive
damn appealing,1,positive
damn balanced,1,positive
damn beautifully,1,positive
damn bonus,1,positive
damn boost,1,positive
damn capable,1,positive
damn champ,1,positive
damn champion,1,positive
damn comfy,1,positive
damn crisp,1,positive
damn dedicated,1,positive
damn delicious,1,positive
damn eager,1,positive
damn effective,1,positive
damn elegant,1,positive
damn enjoy,1,positive
damn ethical,1,positive
damn excellent,1,positive
damn expansive,1,positive
damn fabulous,1,positive
damn faith,1,positive
damn favorite,1,positive
damn finest,1,positive
damn freedom,1,positive
damn fresh,1,positive
damn glorious,1,positive
damn gold,1,positive
damn helpful,1,positive
damn heros,1,positive
damn intuitive,1,positive
damn invincible,1,positive
damn likable,1,positive
damn loved,1,positive
damn luck,1,positive
damn marvel,1,positive
damn marvellous,1,positive
damn marvelous,1,positive
damn master,1,positive
damn memorable,1,positive
damn nifty,1,positive
damn patience,1,positive
damn pleased,1,positive
damn pleases,1,positive
damn pleasure,1,positive
damn polished,1,positive
damn positive,1,positive
damn precious,1,positive
damn priceless,1,positive
damn pros,1,positive
damn reasonable,1,positive
damn recommendation,1,positive
damn refreshing,1,positive
damn respect,1,positive
damn responsive,1,positive
damn rich,1,positive
damn satisfactory,1,positive
damn shiny,1,positive
damn significant,1,positive
damn silent,1,positive
damn skillful,1,positive
damn smoothly,1,positive
damn speedy,1,positive
damn strong,1,positive
damn stunning,1,positive
damn stylish,1,positive
damn support,1,positive
damn survival,1,positive
damn survivor,1,positive
damn swanky,1,positive
damn tempting,1,positive
damn thrilling,1,positive
damn top,1,positive
damn treasure,1,positive
damn variety,1,positive
damn visionary,1,positive
damnably easy,1,positive
damnably fun,1,positive
damned achievement,1,positive
damned achievements,1,positive
damned awesome,1,positive
damned catchy,1,positive
damned decent,1,positive
damned easy,1,positive
damned endearing,1,positive
damned happy,1,positive
damned impressive,1,positive
damned luck,1,positive
damned lucky,1,positive
damned playful,1,positive
damned pleased,1,positive
damned polished,1,positive
damned precious,1,positive
damned radiant,1,positive
damned skill,1,positive
damned tempting,1,positive
damned tough,1,positive
damning smile,1,positive
danger beauty,1,positive
danger boost,1,positive
danger excitement,1,positive
danger friendly,1,positive
danger fun,1,positive
danger happy,1,positive
danger humor,1,positive
danger intrigue,1,positive
danger luck,1,positive
danger reward,1,positive
danger trust,1,positive
dangerous amazingly,1,positive
dangerous brilliant,1,positive
dangerous encouraging,1,positive
dangerous exciting,1,positive
dangerous fun,1,positive
dangerous magic,1,positive
dangerous modern,1,positive
dangerous promised,1,positive
dangerous promises,1,positive
dangerous stunning,1,positive
dangerous wonders,1,positive
daring awesome,1,positive
daring freed,1,positive
daring top,1,positive
dark amazing,1,positive
dark amazingly,1,positive
dark awesome,1,positive
dark bright,1,positive
dark clever,1,positive
dark coherent,1,positive
dark comfy,1,positive
dark cozy,1,positive
dark easy,1,positive
dark effectively,1,positive
dark engrossing,1,positive
dark enjoyed,1,positive
dark fast,1,positive
dark glad,1,positive
dark glee,1,positive
dark heartwarming,1,positive
dark hilarious,1,positive
dark homage,1,positive
dark imaginative,1,positive
dark legendary,1,positive
dark marvellous,1,positive
dark master,1,positive
dark masterpiece,1,positive
dark nice,1,positive
dark poetic,1,positive
dark powerful,1,positive
dark properly,1,positive
dark pros,1,positive
dark recommended,1,positive
dark rich,1,positive
dark romantic,1,positive
dark sensation,1,positive
dark sexy,1,positive
dark sleek,1,positive
dark sparkling,1,positive
dark streamlined,1,positive
dark sublime,1,positive
dark sweet,1,positive
dark thoughtful,1,positive
dark thrilling,1,positive
dark vivid,1,positive
dark witty,1,positive
dark wow,1,positive
darker beautiful,1,positive
darker simpler,1,positive
darkness beautiful,1,positive
darkness clearer,1,positive
darkness fans,1,positive
darkness impressively,1,positive
darkness leading,1,positive
darkness led,1,positive
darkness obsession,1,positive
darkness redemption,1,positive
darkness skill,1,positive
darkness suitable,1,positive
darkness support,1,positive
darkness worth,1,positive
darling wonderful,1,positive
dashing magic,1,positive
dashing skill,1,positive
dastardly genius,1,positive
daunting feat,1,positive
daunting hero,1,positive
daunting perfect,1,positive
daunting skill,1,positive
dauntingly powerful,1,positive
dawn dawn,1,positive
dawn fantastic,1,positive
dawn perfect,1,positive
dawn pros,1,positive
dazzling feat,1,positive
dazzling gem,1,positive
dead boom,1,positive
dead calm,1,positive
dead cooperative,1,positive
dead dawn,1,positive
dead deservedly,1,positive
dead enjoyable,1,positive
dead excellent,1,positive
dead fast,1,positive
dead faster,1,positive
dead genius,1,positive
dead glad,1,positive
dead glory,1,positive
dead goodness,1,positive
dead grand,1,positive
dead holy,1,positive
dead humor,1,positive
dead incredible,1,positive
dead leading,1,positive
dead likes,1,positive
dead loving,1,positive
dead nice,1,positive
dead outstanding,1,positive
dead patient,1,positive
dead quiet,1,positive
dead recomend,1,positive
dead revive,1,positive
dead reward,1,positive
dead rockstar,1,positive
dead strong,1,positive
dead suitable,1,positive
dead support,1,positive
dead sweet,1,positive
dead sweetheart,1,positive
dead worth,1,positive
deadly amazing,1,positive
deadly awesomeness,1,positive
deadly beautiful,1,positive
deadly beauty,1,positive
deadly cute,1,positive
deadly easy,1,positive
deadly elite,1,positive
deadly fast,1,positive
deadly heroine,1,positive
deadly invincible,1,positive
deadly quiet,1,positive
deadly smooth,1,positive
deaf friendly,1,positive
death advanced,1,positive
death agility,1,positive
death amazing,1,positive
death angel,1,positive
death awesome,1,positive
death charm,1,positive
death chivalry,1,positive
death cool,1,positive
death defeating,1,positive
death destiny,1,positive
death eased,1,positive
death effectively,1,positive
death encouraging,1,positive
death enjoyable,1,positive
death excels,1,positive
death excited,1,positive
death fairly,1,positive
death free,1,positive
death ftw,1,positive
